9.0934,17.831
8.5208,15.815
9.3428,13.965
10.548,12.16
11.514,10.09
11.901,7.7854
11.55,5.4908
10.676,3.3217
9.2282,1.2383
7.7275,-0.64534
5.3539,-1.8389
2.6913,-2.7098
0.17665,-3.9786
-2.26,-5.7935
-4.245,-8.0617
-6.0924,-10.525
-7.8656,-13.236
-9.8927,-15.81
-11.944,-18.433
-13.881,-21.195
-15.768,-23.98
-17.598,-26.67
-19.351,-29.086
-21.215,-31.058
-23.53,-32.249
-25.941,-32.678
-28.252,-32.349
-30.16,-31.26
-31.69,-29.609
-32.737,-27.468
-32.907,-25.181
-32.066,-23.103
-30.35,-21.53
-28.153,-20.736
-25.831,-20.211
-23.476,-19.463
-21.369,-18.108
-19.714,-16.199
-19.117,-13.784
-19.179,-11.263
-18.933,-8.6002
-17.771,-6.1249
-15.598,-4.6282
-13.126,-4.0226
-10.606,-3.3332
-8.5564,-1.9629
-7.2351,0.085387
-6.7436,2.3311
-6.6797,4.7849
-6.4258,7.2638
-5.6046,9.7401
-4.1557,12.092
-2.4893,14.384
-0.73467,16.756
1.1042,19.141
2.8723,21.397
4.4695,23.523
6.191,25.416
8.0485,26.771
10.124,27.06
11.93,26.229
13.203,24.704
13.456,22.823
12.105,21.28
